Index Name,Date,Open_spot,High_spot,Low_spot,Close_spot,Symbol,Expiry,Open_fut,High_fut,Low_fut,Close_fut,LTP_x,Settle Price,No. of contracts,Turnover * in   ₹ Lakhs,Open Int,Change in OI,Underlying Value,DaysToExpiry,TradeDate,STRIKE,LTP_y,IV,VOLUME,OI,CHNG IN OI,OptionType,ATM,EMA_5,EMA_15,Spot_Return,Futures_Return,Futures_Basis,Delta,Gamma,Theta,Vega,Rho,PCR_OI,PCR_VOLUME,Gamma_Exposure,Call_IV,Put_IV,Average_IV,IV_Spread,Call_Delta,Put_Delta,Delta_Neutral_Ratio
NIFTY 50,2025-07-03,25505.1,25587.5,25384.35,25405.3,,,,,,,,,,,,,,,2025-07-03,,,,,,,,,25439.164847914828,25255.351607057044,-0.00189151568330066,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-04,25428.85,25470.25,25331.65,25461.0,,,,,,,,,,,,,,,2025-07-04,,,,,,,,,25446.44323194322,25281.057656174915,0.0021900559806014813,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-07,25450.45,25489.8,25407.25,25461.3,,,,,,,,,,,,,,,2025-07-07,,,,,,,,,25451.39548796215,25303.58794915305,1.1782657107136236e-05,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-08,25427.85,25548.05,25424.15,25522.5,,,,,,,,,,,,,,,2025-07-08,,,,,,,,,25475.09699197477,25330.95195550892,0.0024007637482767337,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-09,25514.6,25548.7,25424.35,25476.1,,,,,,,,,,,,,,,2025-07-09,,,,,,,,,25475.43132798318,25349.09546107031,-0.0018196582966253595,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-10,25511.65,25524.05,25340.45,25355.25,,,,,,,,,,,,,,,2025-07-10,,,,,,,,,25435.37088532212,25349.86477843652,-0.004754948577867101,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-11,25255.5,25322.45,25129.0,25149.85,,,,,,,,,,,,,,,2025-07-11,,,,,,,,,25340.197256881416,25324.862931131956,-0.008133876873290554,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-14,25149.5,25151.1,25001.95,25082.3,,,,,,,,,,,,,,,2025-07-14,,,,,,,,,25254.231504587613,25294.54256474046,-0.0026895142142431107,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-15,25089.5,25245.2,25088.45,25195.8,,,,,,,,,,,,,,,2025-07-15,,,,,,,,,25234.754336391743,25282.1997441479,0.004514895861271375,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-16,25196.6,25255.3,25121.05,25212.05,,,,,,,,,,,,,,,2025-07-16,,,,,,,,,25227.186224261164,25273.431026129412,0.0006447408712298642,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-17,25230.75,25238.35,25101.0,25111.45,,,,,,,,,,,,,,,2025-07-17,,,,,,,,,25188.60748284078,25253.18339786324,-0.003998137411285263,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-18,25108.55,25144.6,24918.65,24968.4,,,,,,,,,,,,,,,2025-07-18,,,,,,,,,25115.204988560523,25217.585473130333,-0.005712892073823927,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-21,24999.0,25111.4,24882.3,25090.7,,,,,,,,,,,,,,,2025-07-21,,,,,,,,,25107.03665904035,25201.724788989042,0.004886234204324308,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-22,25166.65,25182.0,25035.55,25060.9,,,,,,,,,,,,,,,2025-07-22,,,,,,,,,25091.657772693572,25184.12169036541,-0.0011883969208231818,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-23,25139.35,25233.5,25085.5,25219.9,,,,,,,,,,,,,,,2025-07-23,,,,,,,,,25134.405181795715,25188.593979069734,0.006324502791954096,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-24,25243.3,25246.25,25018.7,25062.1,,,,,,,,,,,,,,,2025-07-24,,,,,,,,,25110.30345453048,25172.78223168602,-0.0062766205821811125,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-25,25010.35,25010.35,24806.35,24837.0,,,,,,,,,,,,,,,2025-07-25,,,,,,,,,25019.202303020324,25130.809452725265,-0.009022268014894983,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-28,24782.45,24889.2,24646.6,24680.9,,,,,,,,,,,,,,,2025-07-28,,,,,,,,,24906.43486868022,25074.570771134608,-0.006304811677771728,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-29,24609.65,24847.15,24598.6,24821.1,,,,,,,,,,,,,,,2025-07-29,,,,,,,,,24877.98991245348,25042.886924742783,0.005664432744894037,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-30,24890.4,24902.3,24771.95,24855.05,,,,,,,,,,,,,,,2025-07-30,,,,,,,,,24870.34327496899,25019.407309149934,0.0013668533203841048,,,,,,,,,,,,,,,,,
NIFTY 50,2025-07-31,24642.25,24956.5,24635.0,24768.35,,,,,,,,,,,,,,,2025-07-31,,,,,,,,,24836.345516645993,24988.02514550619,-0.003494322767861102,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-01,24734.9,24784.15,24535.05,24565.35,,,,,,,,,,,,,,,2025-08-01,,,,,,,,,24746.013677764,24935.190752317918,-0.00822971501161462,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-04,24596.05,24736.25,24554.0,24722.75,,,,,,,,,,,,,,,2025-08-04,,,,,,,,,24738.259118509333,24908.635658278177,0.006386958924001023,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-05,24720.25,24733.1,24590.3,24649.55,,,,,,,,,,,,,,,2025-08-05,,,,,,,,,24708.689412339558,24876.249950993402,-0.0029652276128395885,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-06,24641.35,24671.4,24539.2,24574.2,,,,,,,,,,,,,,,2025-08-06,,,,,,,,,24663.859608226376,24838.49370711923,-0.003061532648549035,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-07,24464.2,24634.2,24344.15,24596.15,,,,,,,,,,,,,,,2025-08-07,,,,,,,,,24641.289738817588,24808.200743729325,0.000892814529815726,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-08,24544.25,24585.5,24337.5,24363.3,,,,,,,,,,,,,,,2025-08-08,,,,,,,,,24548.62649254506,24752.588150763157,-0.009512024978203826,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-11,24371.5,24600.85,24347.45,24585.05,,,,,,,,,,,,,,,2025-08-11,,,,,,,,,24560.767661696707,24731.64588191776,0.009060632975224126,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-12,24563.35,24702.6,24465.65,24487.4,,,,,,,,,,,,,,,2025-08-12,,,,,,,,,24536.311774464473,24701.11514667804,-0.003979835076118552,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-13,24586.2,24664.55,24535.25,24619.35,,,,,,,,,,,,,,,2025-08-13,,,,,,,,,24563.991182976315,24690.894503343286,0.005374019561891618,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-14,24607.25,24673.65,24596.9,24631.3,,,,,,,,,,,,,,,2025-08-14,,,,,,,,,24586.427455317542,24683.445190425373,0.00048527279272500415,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-18,24938.2,25022.0,24852.85,24876.95,,,,,,,,,,,,,,,2025-08-18,,,,,,,,,24683.268303545028,24707.6332916222,0.00992368003121088,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-19,24891.35,25012.65,24873.95,24980.65,,,,,,,,,,,,,,,2025-08-19,,,,,,,,,24782.39553569669,24741.760380169424,0.004159853243583131,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-20,24965.8,25088.7,24929.7,25050.55,,,,,,,,,,,,,,,2025-08-20,,,,,,,,,24871.78035713113,24780.359082648243,0.0027942582021172405,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-21,25142.0,25153.65,25054.9,25083.75,,,,,,,,,,,,,,,2025-08-21,,,,,,,,,24942.43690475409,24818.282947317213,0.001324442740923701,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-22,25064.15,25084.85,24859.15,24870.1,,,,,,,,,,,,,,,2025-08-22,,,,,,,,,24918.324603169396,24824.760078902564,-0.008553947402635646,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-25,24949.15,25021.55,24894.35,24967.75,,,,,,,,,,,,,,,2025-08-25,,,,,,,,,24934.799735446264,24842.633819039744,0.003918713385990051,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-26,24899.5,24919.65,24689.6,24712.05,,,,,,,,,,,,,,,2025-08-26,,,,,,,,,24860.549823630845,24826.310841659775,-0.010294013179196964,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-28,24695.8,24702.65,24481.6,24500.9,,,,,,,,,,,,,,,2025-08-28,,,,,,,,,24740.666549087233,24785.6344864523,-0.00858112735289117,,,,,,,,,,,,,,,,,
NIFTY 50,2025-08-29,24466.7,24572.45,24404.7,24426.85,,,,,,,,,,,,,,,2025-08-29,,,,,,,,,24636.061032724825,24740.786425645765,-0.003026914441741975,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-01,24432.7,24635.6,24432.7,24625.05,,,,,,,,,,,,,,,2025-09-01,,,,,,,,,24632.390688483218,24726.319372440044,0.008081280384829359,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-02,24653.0,24756.1,24522.35,24579.6,,,,,,,,,,,,,,,2025-09-02,,,,,,,,,24614.793792322147,24707.97945088504,-0.0018473869004707994,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-03,24616.5,24737.05,24533.2,24715.05,,,,,,,,,,,,,,,2025-09-03,,,,,,,,,24648.212528214764,24708.86326952441,0.005495539207320317,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-04,24980.75,24980.75,24708.2,24734.3,,,,,,,,,,,,,,,2025-09-04,,,,,,,,,24676.90835214318,24712.042860833855,0.0007785744796407111,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-05,24818.85,24832.35,24621.6,24741.0,,,,,,,,,,,,,,,2025-09-05,,,,,,,,,24698.27223476212,24715.66250322962,0.0002708422198937796,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-08,24802.6,24885.5,24751.55,24773.15,,,,,,,,,,,,,,,2025-09-08,,,,,,,,,24723.231489841415,24722.848440325917,0.0012986188601915426,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-09,24864.1,24891.8,24814.0,24868.6,,,,,,,,,,,,,,,2025-09-09,,,,,,,,,24771.68765989428,24741.06738528518,0.003845558129143585,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-10,24991.0,25035.7,24915.05,24973.1,,,,,,,,,,,,,,,2025-09-10,,,,,,,,,24838.82510659619,24770.07146212453,0.004193282055946326,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-11,24945.5,25037.3,24940.15,25005.5,,,,,,,,,,,,,,,2025-09-11,,,,,,,,,24894.383404397464,24799.500029358966,0.0012965551071398326,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-12,25074.45,25139.45,25038.05,25114.0,,,,,,,,,,,,,,,2025-09-12,,,,,,,,,24967.588936264976,24838.812525689096,0.004329658895022681,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-15,25118.9,25138.45,25048.75,25069.2,,,,,,,,,,,,,,,2025-09-15,,,,,,,,,25001.45929084332,24867.61095997796,-0.0017854585559052094,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-16,25073.6,25261.4,25070.45,25239.1,,,,,,,,,,,,,,,2025-09-16,,,,,,,,,25080.672860562216,24914.047089980715,0.006754378340182724,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-17,25276.6,25346.5,25275.35,25330.25,,,,,,,,,,,,,,,2025-09-17,,,,,,,,,25163.865240374813,24966.072453733126,0.0036049543335288465,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-18,25441.05,25448.95,25329.75,25423.6,,,,,,,,,,,,,,,2025-09-18,,,,,,,,,25250.44349358321,25023.263397016486,0.003678542820501287,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-19,25410.2,25431.4,25286.3,25327.05,,,,,,,,,,,,,,,2025-09-19,,,,,,,,,25275.97899572214,25061.236722389425,-0.0038048819662613634,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-22,25238.1,25331.7,25151.05,25202.35,,,,,,,,,,,,,,,2025-09-22,,,,,,,,,25251.435997148095,25078.87588209075,-0.004935750401067799,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-23,25209.0,25261.9,25084.65,25169.5,,,,,,,,,,,,,,,2025-09-23,,,,,,,,,25224.12399809873,25090.203896829407,-0.0013043001063899793,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-24,25108.75,25149.85,25027.45,25056.9,,,,,,,,,,,,,,,2025-09-24,,,,,,,,,25168.382665399156,25086.040909725732,-0.00448370532782927,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-25,25034.5,25092.7,24878.3,24890.85,,,,,,,,,,,,,,,2025-09-25,,,,,,,,,25075.87177693277,25061.642046010016,-0.006648972645988584,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-26,24818.55,24868.6,24629.45,24654.7,,,,,,,,,,,,,,,2025-09-26,,,,,,,,,24935.48118462185,25010.774290258767,-0.009532714372741127,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-29,24728.55,24791.3,24606.2,24634.9,,,,,,,,,,,,,,,2025-09-29,,,,,,,,,24835.287456414568,24963.79000397642,-0.0008034149623869672,,,,,,,,,,,,,,,,,
NIFTY 50,2025-09-30,24691.95,24731.8,24587.7,24611.1,,,,,,,,,,,,,,,2025-09-30,,,,,,,,,24760.558304276383,24919.703753479367,-0.0009665760408142669,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-01,24620.55,24867.95,24605.95,24836.3,,,,,,,,,,,,,,,2025-10-01,,,,,,,,,24785.805536184256,24909.278284294443,0.0091087319879058,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-03,24759.55,24904.8,24747.55,24894.25,,,,,,,,,,,,,,,2025-10-03,,,,,,,,,24821.953690789505,24907.399748757638,0.0023305604393949906,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-06,24916.55,25095.95,24881.65,25077.65,,,,,,,,,,,,,,,2025-10-06,,,,,,,,,24907.185793859673,24928.681030162934,0.0073401581061951155,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-07,25085.3,25220.9,25076.3,25108.3,,,,,,,,,,,,,,,2025-10-07,,,,,,,,,24974.22386257312,24951.133401392566,0.0012214575517932756,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-08,25079.75,25192.5,25008.5,25046.15,,,,,,,,,,,,,,,2025-10-08,,,,,,,,,24998.199241715414,24963.010476218496,-0.0024783456627061593,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-09,25074.3,25199.25,25024.3,25181.8,,,,,,,,,,,,,,,2025-10-09,,,,,,,,,25059.399494476944,24990.35916669118,0.005401388262863396,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-10,25167.65,25330.75,25156.85,25285.35,,,,,,,,,,,,,,,2025-10-10,,,,,,,,,25134.716329651295,25027.233020854783,0.004103665268029542,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-13,25177.3,25267.3,25152.3,25227.35,,,,,,,,,,,,,,,2025-10-13,,,,,,,,,25165.594219767532,25052.247643247934,-0.0022964531885856635,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-14,25277.55,25310.35,25060.55,25145.5,,,,,,,,,,,,,,,2025-10-14,,,,,,,,,25158.896146511688,25063.90418784194,-0.003249769351339534,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-15,25181.95,25365.15,25159.35,25323.55,,,,,,,,,,,,,,,2025-10-15,,,,,,,,,25213.78076434113,25096.359914361696,0.007055838724218008,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-16,25394.9,25625.4,25376.85,25585.3,,,,,,,,,,,,,,,2025-10-16,,,,,,,,,25337.62050956075,25157.47742506648,0.010283174989422342,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-17,25546.85,25781.5,25508.6,25709.85,,,,,,,,,,,,,,,2025-10-17,,,,,,,,,25461.697006373834,25226.52399693317,0.004856219146269568,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-20,25824.6,25926.2,25788.5,25843.15,,,,,,,,,,,,,,,2025-10-20,,,,,,,,,25588.848004249223,25303.602247316525,0.005171388554416238,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-21,25901.2,25934.35,25825.8,25868.6,,,,,,,,,,,,,,,2025-10-21,,,,,,,,,25682.098669499483,25374.22696640196,0.0009843024865632758,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-23,26057.2,26104.2,25862.45,25891.4,,,,,,,,,,,,,,,2025-10-23,,,,,,,,,25751.865779666325,25438.87359560171,0.0008809892378157639,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-24,25935.1,25944.15,25718.2,25795.15,,,,,,,,,,,,,,,2025-10-24,,,,,,,,,25766.29385311089,25483.408146151498,-0.0037243774737084727,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-27,25843.2,26005.95,25827.0,25966.05,,,,,,,,,,,,,,,2025-10-27,,,,,,,,,25832.87923540726,25543.73837788256,0.006603425771068816,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-28,25939.95,26041.7,25810.05,25936.2,,,,,,,,,,,,,,,2025-10-28,,,,,,,,,25867.31949027151,25592.79608064724,-0.0011502392783005436,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-29,25982.0,26097.85,25960.3,26053.9,,,,,,,,,,,,,,,2025-10-29,,,,,,,,,25929.51299351434,25650.434070566334,0.004527792832853673,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-30,25984.4,26032.05,25845.25,25877.85,,,,,,,,,,,,,,,2025-10-30,,,,,,,,,25912.291995676227,25678.861061745545,-0.006780078638207486,,,,,,,,,,,,,,,,,
NIFTY 50,2025-10-31,25863.8,25953.75,25711.2,25722.1,,,,,,,,,,,,,,,2025-10-31,,,,,,,,,25848.894663784155,25684.26592902735,-0.00603684588865223,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-03,25696.85,25803.1,25645.5,25763.35,,,,,,,,,,,,,,,2025-11-03,,,,,,,,,25820.379775856105,25694.151437898934,0.0016023948057699113,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-04,25744.75,25787.4,25578.4,25597.65,,,,,,,,,,,,,,,2025-11-04,,,,,,,,,25746.136517237406,25682.088758161568,-0.006452388967753966,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-06,25593.35,25679.15,25491.55,25509.7,,,,,,,,,,,,,,,2025-11-06,,,,,,,,,25667.32434482494,25660.54016339137,-0.003441778406436964,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-07,25433.8,25551.25,25318.45,25492.3,,,,,,,,,,,,,,,2025-11-07,,,,,,,,,25608.982896549962,25639.510142967447,-0.0006823262097594648,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-10,25503.5,25653.45,25503.5,25574.35,,,,,,,,,,,,,,,2025-11-10,,,,,,,,,25597.438597699977,25631.365125096516,0.0032134502892125225,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-11,25617.0,25715.8,25449.25,25694.95,,,,,,,,,,,,,,,2025-11-11,,,,,,,,,25629.942398466654,25639.313234459452,0.004704578468485324,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-12,25834.3,25934.55,25781.15,25875.8,,,,,,,,,,,,,,,2025-11-12,,,,,,,,,25711.894932311105,25668.874080152018,0.007013694443554249,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-13,25906.1,26010.7,25808.4,25879.15,,,,,,,,,,,,,,,2025-11-13,,,,,,,,,25767.64662154074,25695.158570133015,0.00012945621644613778,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-14,25767.9,25940.2,25740.8,25910.05,,,,,,,,,,,,,,,2025-11-14,,,,,,,,,25815.114414360498,25722.019998866388,0.001193299130579461,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-17,25948.2,26024.2,25906.35,26013.45,,,,,,,,,,,,,,,2025-11-17,,,,,,,,,25881.226276240333,25758.44874900809,0.003982787627285557,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-18,26021.8,26029.85,25876.5,25910.05,,,,,,,,,,,,,,,2025-11-18,,,,,,,,,25890.834184160223,25777.398905382077,-0.0039827876272854204,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-19,25918.1,26074.65,25856.2,26052.65,,,,,,,,,,,,,,,2025-11-19,,,,,,,,,25944.77278944015,25811.805292209316,0.005488566143699687,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-20,26132.1,26246.65,26063.2,26192.15,,,,,,,,,,,,,,,2025-11-20,,,,,,,,,26027.23185962677,25859.34838068315,0.005340257079196831,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-21,26109.55,26179.2,26052.2,26068.15,,,,,,,,,,,,,,,2025-11-21,,,,,,,,,26040.871239751184,25885.448583097754,-0.0047454849169532316,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-24,26122.8,26142.8,25912.15,25959.5,,,,,,,,,,,,,,,2025-11-24,,,,,,,,,26013.74749316746,25894.705010210535,-0.00417663138516151,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-25,25998.5,26032.6,25857.5,25884.8,,,,,,,,,,,,,,,2025-11-25,,,,,,,,,25970.764995444973,25893.466883934216,-0.0028817074082925676,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-26,25842.95,26215.15,25842.95,26205.3,,,,,,,,,,,,,,,2025-11-26,,,,,,,,,26048.94333029665,25932.446023442437,0.012305756544011975,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-27,26261.25,26310.45,26141.9,26215.55,,,,,,,,,,,,,,,2025-11-27,,,,,,,,,26104.478886864435,25967.83402051213,0.00039106577366173836,,,,,,,,,,,,,,,,,
NIFTY 50,2025-11-28,26237.45,26280.75,26172.4,26202.95,,,,,,,,,,,,,,,2025-11-28,,,,,,,,,26137.30259124296,25997.223517948118,-0.0004807463106602343,,,,,,,,,,,,,,,,,
NIFTY 50,2025-12-01,26325.8,26325.8,26124.2,26175.75,,,,,,,,,,,,,,,2025-12-01,,,,,,,,,26150.118394161975,26019.539328204602,-0.0010385902072783048,,,,,,,,,,,,,,,,,
NIFTY 50,2025-12-02,26087.95,26154.6,25997.85,26032.2,,,,,,,,,,,,,,,2025-12-02,,,,,,,,,26110.81226277465,26021.121912179027,-0.005499176342188014,,,,,,,,,,,,,,,,,
NIFTY 50,2025-12-03,26004.9,26066.45,25891.0,25986.0,,,,,,,,,,,,,,,2025-12-03,,,,,,,,,26069.208175183103,26016.73167315665,-0.0017763018384990476,,,,,,,,,,,,,,,,,
NIFTY 50,2025-12-04,25981.85,26098.25,25938.95,26033.75,,,,,,,,,,,,,,,2025-12-04,,,,,,,,,26057.388783455404,26018.85896401207,0.0018358417105443499,,,,,,,,,,,,,,,,,
NIFTY 50,2025-12-05,25999.8,26202.6,25985.35,26186.45,,,,,,,,,,,,,,,2025-12-05,,,,,,,,,26100.409188970272,26039.807843510564,0.005848328242029099,,,,,,,,,,,,,,,,,
NIFTY 50,2025-12-08,26159.8,26178.7,25892.25,25960.55,,,,,,,,,,,,,,,2025-12-08,,,,,,,,,26053.789459313517,26029.900613071743,-0.008664023360980337,,,,,,,,,,,,,,,,,
NIFTY 50,2025-12-09,25867.1,25923.65,25728.0,25839.65,,,,,,,,,,,,,,,2025-12-09,,,,,,,,,25982.409639542348,26006.119286437774,-0.004667944121110324,,,,,,,,,,,,,,,,,
NIFTY 50,2025-12-10,25864.05,25947.65,25734.55,25758.0,,,,,,,,,,,,,,,2025-12-10,,,,,,,,,25907.606426361566,25975.10437563305,-0.0031648754605488705,,,,,,,,,,,,,,,,,
NIFTY 50,2025-12-11,25771.4,25922.8,25693.25,25898.55,,,,,,,,,,,,,,,2025-12-11,,,,,,,,,25904.58761757438,25965.535078678917,0.005441724111835208,,,,,,,,,,,,,,,,,
NIFTY 50,2025-12-12,25971.2,26057.6,25938.45,26046.95,,,,,,,,,,,,,,,2025-12-12,,,,,,,,,25952.041745049588,25975.711943844053,0.005713696228777995,,,,,,,,,,,,,,,,,
NIFTY 50,2025-12-15,25930.05,26047.15,25904.75,26027.3,NIFTY,2026-01-27,26238.4,26288.0,26155.0,26268.7,26265.0,26268.7,5558.0,94760.84,1420055.0,20280.0,26027.3,43.0,2025-12-15,,,,,,,,,25977.12783003306,25982.160450863546,-0.000754691654038437,,0.009274876764013227,,,,,,,,,,,,,,,
NIFTY 50,2025-12-16,25951.5,25980.75,25834.35,25860.1,NIFTY,2026-01-27,26211.0,26228.6,26099.0,26112.9,26099.0,26112.9,6078.0,103303.06,1501825.0,81770.0,25860.1,42.0,2025-12-16,,,,,,,,,25938.118553355376,25966.902894505605,-0.006444746844794009,-0.005948671267655721,0.009775677588253833,,,,,,,,,,,,,,,
NIFTY 50,2025-12-17,25902.4,25929.15,25770.35,25818.55,NIFTY,2026-01-27,26125.0,26164.8,26026.0,26061.8,26071.0,26061.8,5083.0,86144.48,1585935.0,84110.0,25818.55,41.0,2025-12-17,,,,,,,,,25898.262368903583,25948.358782692405,-0.0016080144877245483,-0.001958804414356548,0.00942152057338619,,,,,,,,,,,,,,,
NIFTY 50,2025-12-18,25764.7,25902.35,25726.3,25815.55,NIFTY,2026-01-27,26019.1,26135.0,25975.1,26049.1,26045.0,26049.1,6025.0,102058.53,1644240.0,58305.0,25815.55,40.0,2025-12-18,,,,,,,,,25870.691579269056,25931.757684855853,-0.00011620227730800423,-0.00048742202692489693,0.00904687291186898,,,,,,,,,,,,,,,
NIFTY 50,2025-12-19,25911.5,25993.35,25880.45,25966.4,NIFTY,2026-01-27,26120.0,26200.0,26103.5,26190.0,26195.0,26190.0,7626.0,129709.56,1721785.0,77545.0,25966.4,39.0,2025-12-19,,,,,,,,,25902.594386179375,25936.087974248872,0.005826371032253734,0.0053944398614108975,0.008611128227247463,,,,,,,,,,,,,,,
NIFTY 50,2025-12-22,26055.85,26180.7,26047.8,26172.4,NIFTY,2026-01-27,26289.8,26383.9,26262.1,26377.4,26382.0,26377.4,14374.0,246228.8,2054585.0,332800.0,26172.4,36.0,2025-12-22,,,,,,,,,25992.529590786253,25965.626977467764,0.007902025820313957,0.007129924397455894,0.00783267869969892,,,,,,,,,,,,,,,
NIFTY 50,2025-12-23,26205.2,26233.55,26119.05,26177.15,NIFTY,2026-01-27,26382.9,26440.0,26343.0,26392.8,26387.0,26392.8,13809.0,236921.77,2453230.0,398645.0,26177.15,35.0,2025-12-23,,,,,,,,,26054.06972719084,25992.067355284293,0.00018147242958299996,0.0005836627656207343,0.008238100786372764,,,,,,,,,,,,,,,
NIFTY 50,2025-12-24,26170.65,26236.4,26123.0,26142.1,NIFTY,2026-01-27,26399.0,26448.0,26337.5,26351.9,26345.0,26351.9,22454.0,385032.16,3225690.0,772460.0,26142.1,34.0,2025-12-24,,,,,,,,,26083.41315146056,26010.821435873757,-0.0013398512113031755,-0.001550867032997893,0.008025369040742822,,,,,,,,,,,,,,,
NIFTY 50,2025-12-26,26121.25,26144.2,26008.6,26042.3,NIFTY,2026-01-27,26330.0,26330.0,26213.0,26234.5,26236.0,26234.5,59051.0,1007368.32,5500625.0,2274935.0,26042.3,32.0,2025-12-26,,,,,,,,,26069.708767640375,26014.756256389537,-0.0038249025253447363,-0.004465040202264611,0.007380300511091598,,,,,,,,,,,,,,,
